time_ms , theta_ankle , theta_ankle_sp , force_loadcell , force_sp , motor_current
2931282.0 , -0.0298 , 0.0 , -0.082 , 0.147 , 0.0
2931292.0 , -0.0283 , 0.0 , -0.085 , 0.147 , 0.0
2931302.0 , -0.0287 , 0.0 , -0.087 , 0.147 , 0.0
2931312.0 , -0.0242 , 0.0 , -0.087 , 0.147 , 0.0
2931322.0 , -0.0308 , 0.0 , -0.087 , 0.147 , 0.0
2931332.0 , -0.0286 , 0.0 , -0.087 , 0.147 , 0.0
2931342.0 , -0.0305 , 0.0 , -0.09 , 0.147 , 0.0
2931352.0 , -0.0297 , 0.0 , -0.094 , 0.147 , 0.0
2931362.0 , -0.0267 , 0.0 , -0.094 , 0.147 , 0.0
2931372.0 , -0.028 , 0.0 , -0.102 , 0.147 , 0.0
2931382.0 , -0.0359 , 0.0 , -0.112 , 0.147 , 0.0
2931392.0 , -0.0285 , 0.0 , -0.12 , 0.147 , 0.0
2931402.0 , -0.0307 , 0.0 , -0.122 , 0.147 , 0.0
2931412.0 , -0.0343 , 0.0 , -0.117 , 0.147 , 0.0
2931422.0 , -0.0394 , 0.0 , -0.117 , 0.147 , 0.0
2931432.0 , -0.0253 , 0.0 , -0.11 , 0.147 , 0.0
2931442.0 , -0.03 , 0.0 , -0.108 , 0.147 , 0.0
2931452.0 , -0.0275 , 0.0 , -0.108 , 0.147 , 0.0
2931462.0 , -0.0308 , 0.0 , -0.112 , 0.147 , 0.0
2931472.0 , -0.0335 , 0.0 , -0.117 , 0.147 , 0.0
2931482.0 , -0.0347 , 0.0 , -0.117 , 0.147 , 0.0
2931492.0 , -0.0393 , 0.0 , -0.117 , 0.147 , 0.0
2931502.0 , -0.0267 , 0.0 , -0.114 , 0.147 , 0.0
2931512.0 , -0.0285 , 0.0 , -0.116 , 0.147 , 0.0
2931522.0 , -0.0301 , 0.0 , -0.122 , 0.147 , 0.0
2931532.0 , -0.0304 , 0.0 , -0.122 , 0.147 , 0.0
2931542.0 , -0.0277 , 0.0 , -0.126 , 0.147 , 0.0
2931552.0 , -0.0337 , 0.0 , -0.127 , 0.147 , 0.0
2931562.0 , -0.0385 , 0.0 , -0.126 , 0.147 , 0.0
2931572.0 , -0.0344 , 0.0 , -0.124 , 0.147 , 0.0
2931582.0 , -0.0292 , 0.0 , -0.121 , 0.147 , 0.0
2931592.0 , -0.0293 , 0.0 , -0.121 , 0.147 , 0.0
2931602.0 , -0.0297 , 0.0 , -0.117 , 0.147 , 0.0
2931612.0 , -0.0389 , 0.0 , -0.114 , 0.147 , 0.0
2931622.0 , -0.0302 , 0.0 , -0.114 , 0.147 , 0.0
2931632.0 , -0.0395 , 0.0 , -0.114 , 0.147 , 0.0
2931642.0 , -0.0354 , 0.0 , -0.113 , 0.147 , 0.0
2931652.0 , -0.0324 , 0.0 , -0.113 , 0.147 , 0.0
2931662.0 , -0.0381 , 0.0 , -0.108 , 0.147 , 0.0
2931672.0 , -0.0345 , 0.0 , -0.103 , 0.147 , 0.0
2931682.0 , -0.0294 , 0.0 , -0.099 , 0.147 , 0.0
2931692.0 , -0.0319 , 0.0 , -0.097 , 0.147 , 0.0
2931702.0 , -0.0288 , 0.0 , -0.097 , 0.147 , 0.0
