time_ms , theta_ankle , theta_ankle_sp , force_loadcell , force_sp , motor_current
2057352.0 , -0.4127 , 0.0 , 0.002 , 0.147 , 0.0
2057362.0 , -0.4152 , 0.0 , 0.002 , 0.147 , 0.0
2057372.0 , -0.4144 , 0.0 , 0.002 , 0.147 , 0.0
2057382.0 , -0.421 , 0.0 , 0.001 , 0.147 , 0.0
2057392.0 , -0.4182 , 0.0 , 0.002 , 0.147 , 0.0
2057402.0 , -0.4148 , 0.0 , 0.002 , 0.147 , 0.0
2057412.0 , -0.416 , 0.0 , 0.001 , 0.147 , 0.0
2057422.0 , -0.4129 , 0.0 , 0.001 , 0.147 , 0.0
2057432.0 , -0.4133 , 0.0 , 0.002 , 0.147 , 0.0
2057442.0 , -0.4165 , 0.0 , 0.002 , 0.147 , 0.0
2057452.0 , -0.421 , 0.0 , 0.001 , 0.147 , 0.0
2057462.0 , -0.412 , 0.0 , 0.001 , 0.147 , 0.0
2057472.0 , -0.4186 , 0.0 , 0.0 , 0.147 , 0.0
2057482.0 , -0.4213 , 0.0 , 0.0 , 0.147 , 0.0
2057492.0 , -0.421 , 0.0 , 0.0 , 0.147 , 0.0
2057502.0 , -0.4139 , 0.0 , 0.001 , 0.147 , 0.0
2057512.0 , -0.416 , 0.0 , 0.001 , 0.147 , 0.0
2057522.0 , -0.4168 , 0.0 , 0.002 , 0.147 , 0.0
2057532.0 , -0.4184 , 0.0 , 0.002 , 0.147 , 0.0
2057542.0 , -0.4169 , 0.0 , 0.002 , 0.147 , 0.0
2057552.0 , -0.4205 , 0.0 , 0.002 , 0.147 , 0.0
2057562.0 , -0.4165 , 0.0 , 0.002 , 0.147 , 0.0
2057572.0 , -0.4164 , 0.0 , 0.002 , 0.147 , 0.0
2057582.0 , -0.4163 , 0.0 , 0.002 , 0.147 , 0.0
2057592.0 , -0.4151 , 0.0 , 0.002 , 0.147 , 0.0
2057602.0 , -0.4157 , 0.0 , 0.002 , 0.147 , 0.0
2057612.0 , -0.4179 , 0.0 , 0.001 , 0.147 , 0.0
2057622.0 , -0.4192 , 0.0 , 0.001 , 0.147 , 0.0
2057632.0 , -0.4228 , 0.0 , 0.002 , 0.147 , 0.0
2057642.0 , -0.4176 , 0.0 , 0.001 , 0.147 , 0.0
2057652.0 , -0.4166 , 0.0 , 0.001 , 0.147 , 0.0
2057662.0 , -0.4238 , 0.0 , 0.002 , 0.147 , 0.0
2057672.0 , -0.4214 , 0.0 , 0.002 , 0.147 , 0.0
2057682.0 , -0.422 , 0.0 , 0.002 , 0.147 , 0.0
2057692.0 , -0.4234 , 0.0 , 0.002 , 0.147 , 0.0
2057702.0 , -0.4186 , 0.0 , 0.002 , 0.147 , 0.0
2057712.0 , -0.4137 , 0.0 , 0.002 , 0.147 , 0.0
2057722.0 , -0.4171 , 0.0 , 0.002 , 0.147 , 0.0
2057732.0 , -0.4184 , 0.0 , 0.002 , 0.147 , 0.0
2057742.0 , -0.4179 , 0.0 , 0.002 , 0.147 , 0.0
2057752.0 , -0.4122 , 0.0 , 0.002 , 0.147 , 0.0
2057762.0 , -0.4137 , 0.0 , 0.002 , 0.147 , 0.0
2057772.0 , -0.4198 , 0.0 , 0.002 , 0.147 , 0.0
2057782.0 , -0.4123 , 0.0 , 0.001 , 0.147 , 0.0
2057792.0 , -0.4171 , 0.0 , 0.001 , 0.147 , 0.0
2057802.0 , -0.4143 , 0.0 , 0.001 , 0.147 , 0.0
2057812.0 , -0.4171 , 0.0 , 0.001 , 0.147 , 0.0
2057822.0 , -0.4221 , 0.0 , 0.001 , 0.147 , 0.0
2057832.0 , -0.4191 , 0.0 , 0.001 , 0.147 , 0.0
2057842.0 , -0.4188 , 0.0 , 0.001 , 0.147 , 0.0
2057852.0 , -0.4171 , 0.0 , 0.002 , 0.147 , 0.0
2057862.0 , -0.4196 , 0.0 , 0.002 , 0.147 , 0.0
2057872.0 , -0.4192 , 0.0 , 0.002 , 0.147 , 0.0
2057882.0 , -0.4217 , 0.0 , 0.002 , 0.147 , 0.0
2057892.0 , -0.4165 , 0.0 , 0.002 , 0.147 , 0.0
2057902.0 , -0.4159 , 0.0 , 0.002 , 0.147 , 0.0
2057912.0 , -0.4208 , 0.0 , 0.001 , 0.147 , 0.0
2057922.0 , -0.4145 , 0.0 , 0.001 , 0.147 , 0.0
2057932.0 , -0.4172 , 0.0 , 0.001 , 0.147 , 0.0
2057942.0 , -0.4213 , 0.0 , 0.001 , 0.147 , 0.0
2057952.0 , -0.4137 , 0.0 , 0.001 , 0.147 , 0.0
2057962.0 , -0.4169 , 0.0 , 0.001 , 0.147 , 0.0
2057972.0 , -0.4135 , 0.0 , 0.001 , 0.147 , 0.0
2057982.0 , -0.4152 , 0.0 , 0.001 , 0.147 , 0.0
2057992.0 , -0.4155 , 0.0 , 0.001 , 0.147 , 0.0
2058002.0 , -0.4138 , 0.0 , 0.001 , 0.147 , 0.0
2058012.0 , -0.4173 , 0.0 , 0.001 , 0.147 , 0.0
2058022.0 , -0.4169 , 0.0 , 0.002 , 0.147 , 0.0
2058032.0 , -0.4189 , 0.0 , 0.002 , 0.147 , 0.0
2058042.0 , -0.4128 , 0.0 , 0.002 , 0.147 , 0.0
2058052.0 , -0.4143 , 0.0 , 0.002 , 0.147 , 0.0
2058062.0 , -0.4127 , 0.0 , 0.001 , 0.147 , 0.0
2058072.0 , -0.4157 , 0.0 , 0.001 , 0.147 , 0.0
2058082.0 , -0.412 , 0.0 , 0.0 , 0.147 , 0.0
2058092.0 , -0.4197 , 0.0 , -0.0 , 0.147 , 0.0
