time_ms , theta_ankle , theta_ankle_sp , force_loadcell , force_sp , motor_current
1578687.0 , 0.1652 , 0.0 , -0.014 , -1.221 , 0.0
1578697.0 , 0.1697 , 0.0 , -0.014 , -1.221 , 0.0
1578707.0 , 0.1737 , 0.0 , -0.014 , -1.221 , 0.0
1578717.0 , 0.1684 , 0.0 , -0.014 , -1.221 , 0.0
1578727.0 , 0.1696 , 0.0 , -0.014 , -1.221 , 0.0
1578737.0 , 0.1714 , 0.0 , -0.015 , -1.221 , 0.0
1578747.0 , 0.1681 , 0.0 , -0.014 , -1.221 , 0.0
1578757.0 , 0.1705 , 0.0 , -0.014 , -1.221 , 0.0
1578767.0 , 0.171 , 0.0 , -0.014 , -1.221 , 0.0
1578777.0 , 0.1658 , 0.0 , -0.014 , -1.221 , 0.0
1578787.0 , 0.1697 , 0.0 , -0.015 , -1.221 , 0.0
1578797.0 , 0.1699 , 0.0 , -0.015 , -1.221 , 0.0
1578807.0 , 0.1648 , 0.0 , -0.013 , -1.221 , 0.0
1578817.0 , 0.1708 , 0.0 , -0.013 , -1.221 , 0.0
1578827.0 , 0.1684 , 0.0 , -0.013 , -1.221 , 0.0
1578837.0 , 0.171 , 0.0 , -0.012 , -1.221 , 0.0
1578847.0 , 0.1736 , 0.0 , -0.012 , -1.221 , 0.0
1578857.0 , 0.1707 , 0.0 , -0.013 , -1.221 , 0.0
1578867.0 , 0.1709 , 0.0 , -0.014 , -1.221 , 0.0
1578877.0 , 0.1694 , 0.0 , -0.015 , -1.221 , 0.0
1578887.0 , 0.1674 , 0.0 , -0.015 , -1.221 , 0.0
1578897.0 , 0.1686 , 0.0 , -0.014 , -1.221 , 0.0
1578907.0 , 0.1702 , 0.0 , -0.014 , -1.221 , 0.0
1578917.0 , 0.1678 , 0.0 , -0.014 , -1.221 , 0.0
1578927.0 , 0.166 , 0.0 , -0.013 , -1.221 , 0.0
1578937.0 , 0.1687 , 0.0 , -0.014 , -1.221 , 0.0
1578947.0 , 0.1691 , 0.0 , -0.014 , -1.221 , 0.0
1578957.0 , 0.1623 , 0.0 , -0.014 , -1.221 , 0.0
1578967.0 , 0.1614 , 0.0 , -0.013 , -1.221 , 0.0
1578977.0 , 0.1684 , 0.0 , -0.014 , -1.221 , 0.0
1578987.0 , 0.1669 , 0.0 , -0.013 , -1.221 , 0.0
1578997.0 , 0.1614 , 0.0 , -0.013 , -1.221 , 0.0
1579007.0 , 0.165 , 0.0 , -0.013 , -1.221 , 0.0
1579017.0 , 0.1675 , 0.0 , -0.014 , -1.221 , 0.0
1579027.0 , 0.1593 , 0.0 , -0.013 , -1.221 , 0.0
1579037.0 , 0.1623 , 0.0 , -0.014 , -1.221 , 0.0
